Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
877,746,"1,029.47","1,420.64","1,951.55","2,680.22","3,667.88","4,969.97","6,760.04","9,031.44","12,019.61","15,674.55","19,557.92","23,808.15","26,437.76","28,985.00","30,487.98","30,728.66","30,883.95","30,090.06","29,641.24","30,067.73","29,640.72","30,953.05","30,981.30","31,495.08","32,332.31","31,280.46","32,002.56","32,030.60","31,204.86","32,062.11"
878,746,"1,027.40","1,414.96","1,949.72","2,680.78","3,653.10","4,978.55","6,683.79","8,943.66","11,748.80","15,346.23","19,014.09","23,437.08","27,734.18","31,651.28","34,669.64","37,040.59","36,723.43","36,588.51","35,174.46","33,402.55","32,621.02","32,388.14","32,469.94","33,541.13","32,806.80","32,455.10","30,818.17","30,392.68","29,489.65","29,612.40"
879,746,"1,029.12","1,419.70","1,955.06","2,681.18","3,669.65","4,981.58","6,730.51","8,950.78","11,813.02","15,248.37","18,992.75","22,987.78","26,581.40","29,774.84","32,462.61","34,129.70","36,110.43","35,605.20","35,244.24","33,657.64","32,948.23","30,931.12","30,746.59","30,295.89","30,995.65","32,014.84","33,637.33","35,311.63","36,290.16","36,932.70"
880,746,"1,029.12","1,419.70","1,952.69","2,683.05","3,663.43","4,985.83","6,696.58","8,930.32","11,929.33","15,368.84","19,288.43","23,095.72","26,410.03","28,741.71","31,300.89","32,973.74","33,530.03","34,645.81","35,301.00","34,090.68","34,596.89","34,312.39","34,858.33","35,485.67","35,926.07","36,424.77","35,722.76","36,195.23","35,737.66","36,454.11"
881,746,"1,028.87","1,419.01","1,953.32","2,675.39","3,652.69","4,958.97","6,709.56","9,009.25","11,837.16","15,611.13","19,206.02","23,216.68","26,608.86","28,364.59","30,461.28","31,542.44","33,221.71","33,822.33","34,684.43","34,582.23","34,726.45","35,006.94","35,201.05","33,970.17","34,334.66","32,912.03","33,620.13","34,025.88","35,163.65","35,194.73"
882,746,"1,027.15","1,414.26","1,945.59","2,661.13","3,627.43","4,958.35","6,687.51","8,950.45","11,971.82","15,635.18","19,992.70","24,552.17","28,498.71","31,769.15","34,318.46","35,193.04","35,868.99","36,495.25","36,071.49","36,222.08","35,823.71","35,621.50","35,705.15","36,095.94","36,061.34","36,727.26","36,648.47","37,253.75","36,710.19","35,251.27"
883,746,"1,026.47","1,412.39","1,943.85","2,664.89","3,645.97","4,975.17","6,727.77","9,056.16","12,098.47","16,000.99","20,121.61","24,840.39","27,776.67","30,253.45","31,518.97","31,771.70","32,079.14","32,098.15","32,130.27","32,616.41","32,700.17","32,764.00","33,722.05","33,463.88","35,004.91","34,558.64","35,677.67","34,720.50","34,263.44","33,429.97"
884,746,"1,029.40","1,420.45","1,955.28","2,687.24","3,673.30","4,993.12","6,759.20","9,128.34","12,090.86","15,965.61","19,993.57","24,401.05","27,832.73","31,277.43","32,620.76","33,324.72","34,136.48","33,386.78","33,841.88","32,866.72","31,680.63","31,945.63","31,222.69","32,227.85","33,010.61","34,120.68","33,493.43","33,377.08","31,426.36","31,076.57"
885,746,"1,028.56","1,418.15","1,954.13","2,685.44","3,663.42","4,989.91","6,771.74","9,097.33","12,018.41","15,631.84","19,338.14","22,546.62","26,251.18","27,770.24","29,250.65","30,219.61","30,440.25","31,532.36","31,953.97","32,649.79","31,950.42","32,053.82","32,105.44","32,193.30","33,211.50","32,935.55","33,535.33","34,116.95","34,126.15","34,239.47"
886,746,"1,026.88","1,413.51","1,946.14","2,661.43","3,642.08","4,971.20","6,687.63","9,036.42","11,946.04","15,758.30","19,482.48","23,803.89","27,058.98","29,609.26","30,621.02","30,535.48","29,499.42","29,979.87","29,880.29","31,301.09","32,638.44","33,018.33","34,322.34","34,244.81","34,713.73","35,211.80","35,597.83","34,667.91","33,345.32","31,073.27"
887,746,"1,027.34","1,414.79","1,943.91","2,669.18","3,634.36","4,966.74","6,710.36","8,968.32","12,006.40","15,597.33","20,206.06","24,854.51","28,266.73","31,115.51","32,732.20","32,868.93","34,142.71","32,625.02","33,560.97","33,170.66","33,458.79","34,866.34","34,916.91","34,003.31","33,186.56","32,867.35","31,990.81","33,198.80","32,566.47","32,045.11"
888,746,"1,028.08","1,416.83","1,952.50","2,682.41","3,668.82","5,000.58","6,768.11","9,052.71","11,941.81","15,325.14","19,145.11","22,966.58","26,550.86","29,308.95","29,943.11","30,292.59","30,907.36","31,889.78","32,525.19","33,594.62","33,072.42","32,363.02","32,606.60","32,012.00","31,394.64","31,567.08","30,140.49","30,960.11","29,791.34","31,396.70"
889,746,"1,028.28","1,417.38","1,948.38","2,679.58","3,661.55","4,997.76","6,797.45","9,152.37","12,094.81","15,959.42","19,737.28","23,232.79","27,123.82","28,959.95","32,086.53","33,211.04","34,079.56","33,734.70","32,791.11","31,006.93","31,286.52","31,232.19","31,140.34","32,157.83","32,451.55","33,200.44","34,916.19","36,139.18","36,166.08","37,283.64"
890,746,"1,027.97","1,416.51","1,946.91","2,671.40","3,656.89","4,993.02","6,764.40","8,991.31","12,020.58","15,462.86","19,712.10","24,444.94","28,497.61","32,446.90","34,171.75","36,256.54","34,788.42","34,484.20","33,774.25","32,060.68","31,691.05","30,389.15","29,510.82","29,027.41","29,064.62","29,817.67","29,924.06","31,506.41","32,073.33","32,612.02"
891,746,"1,026.67","1,412.93","1,943.07","2,666.64","3,631.52","4,962.40","6,689.84","8,882.82","11,828.12","15,137.93","19,218.12","23,162.52","26,717.30","29,324.71","30,333.65","31,709.42","31,971.66","32,812.48","33,918.48","35,058.09","36,635.87","36,885.61","36,988.26","35,746.80","34,826.31","34,296.29","34,233.26","34,858.22","35,886.71","36,919.90"
892,746,"1,029.50","1,420.75","1,954.81","2,687.22","3,675.75","5,022.31","6,755.30","9,120.78","12,217.16","15,992.47","20,591.06","23,942.44","28,079.02","30,394.28","33,098.45","34,780.12","35,936.01","36,120.79","34,934.52","35,345.50","34,582.05","35,625.73","36,018.03","35,009.16","35,387.43","34,773.85","34,493.10","35,449.66","34,937.19","35,187.15"
893,746,"1,028.93","1,419.18","1,955.09","2,679.89","3,655.65","4,952.16","6,640.22","8,898.83","11,690.91","15,368.66","19,359.78","23,216.36","27,783.44","29,250.10","30,602.71","31,627.57","31,864.34","31,789.92","32,946.07","33,391.73","34,477.06","34,391.16","35,269.02","33,787.94","33,479.20","32,439.07","31,068.91","30,920.46","31,229.27","31,383.38"
894,746,"1,028.66","1,418.43","1,947.76","2,677.17","3,652.55","4,991.23","6,765.08","8,969.52","11,990.65","15,284.72","19,541.71","24,000.60","28,238.10","31,008.58","34,262.52","33,878.95","34,911.11","34,957.73","34,441.91","35,503.93","34,265.46","33,740.08","33,066.59","31,503.65","31,617.57","30,601.08","30,424.62","30,053.93","30,764.88","31,414.41"
895,746,"1,027.95","1,416.47","1,951.17","2,683.53","3,680.38","4,982.04","6,690.74","8,990.53","11,799.15","15,218.06","18,511.75","21,353.48","24,797.62","26,692.90","29,918.49","30,815.80","33,100.26","32,528.38","32,881.54","31,790.11","32,136.46","31,734.87","31,391.05","31,559.07","29,864.73","30,494.04","30,053.31","29,571.83","30,764.63","30,681.21"
896,746,"1,027.24","1,414.52","1,943.10","2,662.54","3,632.92","4,933.14","6,702.97","9,038.36","12,047.88","15,624.60","19,508.53","22,965.07","26,399.74","29,582.18","32,462.64","35,249.57","34,966.95","36,176.77","34,584.49","35,151.95","35,208.49","35,543.16","36,550.35","35,010.10","34,378.69","33,404.70","32,807.43","33,639.43","34,225.20","34,393.70"
897,746,"1,028.08","1,416.82","1,950.92","2,678.68","3,669.28","5,010.33","6,802.83","9,067.99","11,912.57","15,440.68","18,522.40","22,710.55","24,947.75","27,736.89","28,309.45","29,258.57","30,384.69","31,422.31","32,892.78","32,706.68","32,306.60","32,310.53","32,812.45","32,269.15","33,080.73","33,138.13","33,740.80","35,383.91","34,853.93","35,583.71"
898,746,"1,026.90","1,413.57","1,947.04","2,662.80","3,647.40","4,982.19","6,774.12","9,042.93","11,962.62","15,454.83","19,074.10","22,661.64","25,723.83","28,196.45","29,441.29","29,899.60","30,542.94","30,186.12","30,072.25","30,353.19","30,610.94","30,066.18","31,433.82","31,370.10","32,449.61","33,209.73","32,270.60","32,146.12","31,228.09","29,815.17"
899,746,"1,028.62","1,418.30","1,952.57","2,681.25","3,663.29","4,994.49","6,791.84","9,144.62","12,132.68","16,075.15","20,356.44","24,529.99","28,185.55","29,452.67","29,978.85","30,951.20","31,286.24","32,524.51","33,569.45","34,551.15","34,463.85","34,734.08","33,533.41","33,324.18","32,348.23","31,446.77","31,852.43","30,918.38","31,871.86","32,033.38"
900,746,"1,026.70","1,413.02","1,943.84","2,670.72","3,635.03","4,942.19","6,680.27","9,027.15","12,093.15","16,032.02","20,548.06","25,523.61","29,310.21","33,136.71","33,656.75","34,712.07","33,248.86","33,704.38","33,968.33","34,022.12","34,367.27","34,570.62","34,182.49","34,167.93","33,092.96","32,167.32","31,645.67","30,120.86","29,382.40","29,052.67"
901,746,"1,027.56","1,415.40","1,948.63","2,665.16","3,629.68","4,936.86","6,709.96","8,940.37","11,796.71","14,954.47","18,344.61","21,921.35","25,385.70","29,129.09","31,444.07","34,137.43","35,100.65","36,685.27","36,540.94","35,821.78","34,987.21","32,976.59","32,620.51","31,096.91","30,279.29","30,765.71","29,615.75","30,029.27","30,651.28","29,667.71"
902,746,"1,028.68","1,418.49","1,951.20","2,671.35","3,660.45","4,986.68","6,704.76","9,000.98","11,905.55","15,318.94","18,737.52","22,136.19","24,943.79","27,652.70","28,699.72","29,772.16","30,525.98","30,266.20","31,844.60","31,789.11","32,905.10","34,114.64","33,874.29","34,312.81","34,524.55","33,284.75","33,431.13","32,156.13","30,956.89","31,223.85"
903,746,"1,026.95","1,413.70","1,942.96","2,669.32","3,649.95","4,969.02","6,744.29","9,098.31","11,910.05","15,738.38","19,427.91","23,863.47","27,352.60","30,552.29","32,675.54","33,122.10","35,189.53","35,079.62","36,118.26","36,604.20","37,235.53","35,950.50","35,663.06","34,578.55","33,896.57","34,326.99","33,746.01","33,234.90","32,551.63","31,858.71"
904,746,"1,027.93","1,416.40","1,948.03","2,678.35","3,668.51","5,004.59","6,795.75","9,057.88","12,125.94","15,478.56","19,420.48","23,018.03","25,286.06","28,017.80","29,296.91","30,211.21","31,440.30","31,226.03","32,674.25","32,292.88","32,836.97","32,730.89","32,007.55","32,453.86","32,195.45","32,808.04","32,858.92","32,508.91","32,477.59","31,495.89"
905,746,"1,028.48","1,417.92","1,954.08","2,676.83","3,647.33","4,937.11","6,693.69","8,924.99","11,934.77","15,317.46","19,106.69","22,615.77","25,053.76","27,066.60","28,766.85","30,016.49","31,646.38","32,714.06","33,899.45","34,625.63","34,866.51","34,712.23","33,922.40","32,156.80","31,082.36","30,019.65","30,530.73","30,866.77","31,703.18","32,476.54"
906,746,"1,027.05","1,413.99","1,946.35","2,664.98","3,629.78","4,940.25","6,674.73","9,014.95","12,027.07","15,483.95","19,414.28","22,767.10","26,177.19","29,066.74","32,284.16","34,289.84","36,083.44","36,541.16","37,344.99","37,392.62","37,046.26","36,716.67","36,260.63","35,558.59","35,743.70","35,462.76","35,000.71","35,622.00","34,944.80","34,188.78"
907,746,"1,028.31","1,417.45","1,949.16","2,675.61","3,663.18","4,999.70","6,758.13","9,089.31","12,028.79","15,529.42","19,591.49","23,327.23","27,538.57","31,513.31","32,768.18","35,264.57","35,621.35","36,161.28","34,909.75","34,960.94","33,061.81","33,509.35","33,518.79","34,111.74","34,636.58","33,506.88","34,060.00","32,400.19","33,137.80","33,536.97"
908,746,"1,028.51","1,417.99","1,954.13","2,677.35","3,668.65","5,008.64","6,790.15","9,145.34","12,204.53","15,907.18","19,945.99","23,935.12","26,820.26","29,937.06","31,028.24","31,756.02","31,172.67","30,034.91","29,748.75","29,922.39","29,722.89","30,237.21","29,372.04","30,160.22","30,406.28","32,168.06","32,893.46","34,493.13","34,953.83","36,235.14"
909,746,"1,029.43","1,420.54","1,954.97","2,687.66","3,675.33","5,021.36","6,798.14","9,038.74","12,044.14","15,084.71","19,126.26","22,172.68","26,207.68","28,350.14","30,151.01","30,921.82","30,313.72","30,139.93","29,165.86","29,974.90","29,840.40","29,923.09","31,198.09","31,281.71","32,974.77","33,194.45","33,485.75","33,651.82","32,040.46","31,716.50"
910,746,"1,028.14","1,416.98","1,945.56","2,660.37","3,641.84","4,975.13","6,708.53","9,034.01","11,969.40","15,755.85","19,386.06","23,442.48","26,784.92","29,022.47","31,927.22","32,620.93","34,600.38","35,398.18","36,040.00","35,853.68","36,080.07","35,719.40","35,120.04","33,764.69","33,252.49","31,151.80","29,898.62","29,752.62","29,122.53","29,958.79"
911,746,"1,028.62","1,418.31","1,952.60","2,681.88","3,677.02","4,999.40","6,709.75","8,986.71","11,935.20","15,510.06","19,320.31","23,642.15","26,725.78","30,400.75","32,791.55","34,620.82","35,824.43","37,217.75","37,161.76","37,163.03","37,100.52","36,825.84","36,348.17","36,630.14","35,053.47","34,001.00","32,248.56","31,594.81","29,839.07","30,541.49"
912,746,"1,029.05","1,419.51","1,952.77","2,680.48","3,650.33","4,945.05","6,680.97","9,026.28","12,053.95","15,910.88","19,696.95","24,235.55","27,220.09","30,366.83","33,152.04","33,436.03","34,362.59","33,285.79","33,928.87","32,739.36","32,547.41","32,276.43","31,936.50","32,527.90","31,970.43","32,423.79","32,331.62","32,527.32","32,399.97","32,570.02"
913,746,"1,029.10","1,419.64","1,955.21","2,679.62","3,669.39","4,998.67","6,774.19","9,149.58","12,025.84","15,608.16","19,451.70","22,836.52","27,126.80","30,361.09","31,922.04","32,652.01","31,676.57","31,421.19","31,113.46","31,761.01","32,365.48","33,745.90","34,565.09","34,078.94","35,043.61","34,363.93","34,725.43","33,749.48","33,437.29","31,967.46"
914,746,"1,029.52","1,420.80","1,956.90","2,679.86","3,655.63","4,961.22","6,675.96","8,934.04","11,884.04","15,416.02","19,359.30","23,695.44","27,561.36","30,678.70","33,699.49","34,463.42","34,558.58","34,175.65","33,584.39","31,868.76","32,275.14","31,686.76","32,761.87","32,884.75","33,661.12","33,231.97","31,899.48","32,327.33","32,119.93","32,441.66"
915,746,"1,029.04","1,419.46","1,950.84","2,676.21","3,654.53","4,984.16","6,735.47","9,062.02","11,954.39","15,846.90","19,446.27","23,895.96","27,538.74","31,114.46","33,519.38","36,172.96","36,387.68","36,492.68","34,911.14","33,460.19","31,025.03","29,718.66","28,107.10","28,137.67","27,903.58","28,214.05","28,863.81","29,709.94","29,476.08","30,580.59"
916,746,"1,027.14","1,414.22","1,946.77","2,671.61","3,660.92","4,963.87","6,740.08","8,999.32","11,841.99","14,976.23","18,444.84","21,989.84","25,948.19","29,853.69","33,159.32","35,764.14","37,736.02","39,155.51","38,559.37","38,553.41","35,907.65","35,320.28","34,284.05","34,113.32","34,781.66","33,323.90","34,282.35","33,934.96","35,079.84","34,639.72"
917,746,"1,028.07","1,416.79","1,945.98","2,674.70","3,664.69","4,999.50","6,753.51","9,117.53","12,093.13","15,997.83","20,122.60","24,521.65","28,696.61","31,715.13","33,347.91","35,027.87","35,543.71","35,318.13","35,391.04","35,153.25","34,694.12","35,362.09","34,633.92","34,894.68","33,632.83","33,695.26","33,768.42","33,983.51","33,517.21","33,943.31"
918,746,"1,029.25","1,420.05","1,951.35","2,679.29","3,667.80","4,998.41","6,792.66","9,151.74","12,238.36","16,140.36","20,817.94","25,137.15","29,582.69","32,034.13","34,116.02","35,394.95","34,336.58","35,230.10","34,261.46","34,645.63","35,162.66","35,200.39","34,468.84","33,078.74","32,008.30","31,508.47","31,028.48","30,267.64","29,774.73","29,471.23"
919,746,"1,029.18","1,419.84","1,955.00","2,685.79","3,670.39","5,015.46","6,805.06","9,039.37","11,996.78","15,163.60","18,815.98","22,650.26","25,462.73","29,434.66","30,831.16","31,983.35","32,534.43","33,158.79","32,437.72","33,357.21","31,534.10","32,106.21","32,043.38","32,473.28","33,291.51","33,426.84","32,785.89","32,188.99","32,105.31","32,026.40"
920,746,"1,028.84","1,418.92","1,952.62","2,670.72","3,662.16","4,982.97","6,753.75","8,964.90","11,735.26","14,953.36","17,966.44","21,875.54","25,243.24","28,599.33","31,178.40","32,893.49","33,438.09","33,044.32","32,202.86","30,715.71","30,948.98","29,858.01","30,833.44","31,402.39","31,712.13","31,468.68","30,431.36","30,707.77","30,993.49","32,591.48"
921,746,"1,028.26","1,417.31","1,952.86","2,680.78","3,671.31","5,001.29","6,777.78","8,990.17","11,755.52","14,904.68","18,374.46","21,983.86","25,972.54","28,727.41","30,324.52","31,000.57","31,421.59","32,191.84","32,722.23","33,617.91","33,569.95","32,258.70","32,498.44","32,071.16","32,707.82","32,153.19","32,252.12","31,689.55","32,530.72","33,418.94"
922,746,"1,027.29","1,414.65","1,942.61","2,664.43","3,647.16","4,980.53","6,773.36","8,986.17","11,913.36","15,320.40","19,404.81","23,437.92","27,501.50","30,052.44","31,483.73","32,494.26","31,818.19","31,783.96","31,967.49","31,898.81","31,499.08","31,223.13","31,533.00","32,380.49","32,110.08","33,430.42","33,013.66","34,076.97","33,839.78","35,029.26"
923,746,"1,029.18","1,419.86","1,956.07","2,680.87","3,673.70","4,997.33","6,748.27","9,099.88","12,168.83","15,869.55","19,951.30","24,023.42","27,261.22","29,883.91","31,739.48","32,504.36","33,752.57","34,316.59","33,951.86","34,813.77","34,857.98","35,183.50","36,644.74","36,374.82","35,420.93","35,507.60","33,135.69","33,107.04","31,799.24","31,969.05"
924,746,"1,028.65","1,418.40","1,948.24","2,675.92","3,655.44","4,989.03","6,702.62","8,915.54","11,758.24","14,888.20","18,241.66","21,562.07","25,063.41","27,696.42","31,236.45","32,642.11","34,546.24","34,628.10","34,197.12","34,622.43","34,664.18","35,536.95","34,436.34","33,669.63","31,435.75","31,268.54","31,369.95","31,421.87","32,790.11","32,955.34"
925,746,"1,028.52","1,418.02","1,953.68","2,685.57","3,683.34","5,001.71","6,788.69","9,031.53","11,887.54","15,137.77","18,875.04","22,602.13","27,036.30","29,144.72","31,571.46","33,051.50","32,968.17","34,858.49","35,010.62","35,670.43","35,660.16","35,908.04","36,334.64","36,276.81","36,583.42","35,132.89","35,489.53","33,176.21","32,934.59","32,724.90"
926,746,"1,029.49","1,420.71","1,956.09","2,678.36","3,672.66","4,984.33","6,722.75","9,000.10","12,018.06","15,603.08","19,961.15","24,321.28","28,132.12","31,410.25","33,463.68","34,946.07","35,997.83","36,730.76","36,717.50","36,346.79","35,715.39","35,067.50","34,945.03","33,354.65","32,686.97","31,540.25","31,566.15","32,110.01","32,516.65","33,961.43"
927,746,"1,029.02","1,419.42","1,954.32","2,683.52","3,664.16","4,990.64","6,725.08","9,073.51","12,152.91","16,102.21","20,735.75","25,073.95","29,319.48","32,110.28","33,713.51","35,673.81","35,099.68","35,973.70","36,091.44","34,479.09","33,679.62","31,737.52","30,141.03","28,767.38","28,354.01","27,067.16","27,506.31","28,193.49","29,776.96","31,496.60"
